genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,385
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,385
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,385
H,trabajador,Otro,50-59,Carrera técnica o preparatoria,0,guadalupe,385
F,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,guadalupe,385
H,independiente,Servicios,25-49,Licenciatura,1,guadalupe,385
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,385
F,trabajador,Servicios,65-130,Sin Instrucción,1,monterrey,546
H,independiente,Comercio,50-59,Licenciatura,0,monterrey,546
F,independiente,Comercio,50-59,Carrera técnica o preparatoria,0,monterrey,546
F,trabajador,Comercio,25-49,Licenciatura,0,monterrey,546
H,trabajador,Servicios,25-49,Postgrado,0,monterrey,546
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,459
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,459
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,monterrey,459
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,459
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,459
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,459
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,monterrey,459
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,459
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,459
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,459
F,trabajador,Servicios,25-49,Postgrado,0,san_nicolas,424
F,trabajador,Servicios,25-49,Postgrado,0,san_nicolas,424
F,trabajador,Servicios,50-59,Postgrado,0,san_nicolas,424
F,trabajador,Servicios,25-49,Licenciatura,1,san_nicolas,424
F,trabajador,Gobierno,18-24,Licenciatura,1,san_nicolas,424
F,independiente,Comercio,65-130,Primaria o Secundaria,1,san_nicolas,424
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,412
F,trabajador,Comercio,25-49,Primaria o Secundaria,1,escobedo,412
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,412
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,412
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,1,apodaca,247
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,apodaca,247
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,247
H,independiente,Comercio,25-49,Licenciatura,0,apodaca,247
H,otro,Comercio,15-17,Primaria o Secundaria,1,apodaca,247
H,trabajador,Gobierno,65-130,Primaria o Secundaria,1,apodaca,247
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,apodaca,247
H,trabajador,Servicios,25-49,Licenciatura,0,escobedo,437
H,trabajador,Transporte y comunicaciones,18-24,Carrera técnica o preparatoria,0,escobedo,437
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,escobedo,437
F,trabajador,Servicios,25-49,Licenciatura,0,escobedo,437
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,escobedo,437
F,trabajador,Servicios,15-17,Carrera técnica o preparatoria,1,escobedo,437
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,escobedo,437
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,362
H,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,362
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,guadalupe,362
H,trabajador,Comercio,18-24,Primaria o Secundaria,1,guadalupe,362
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,guadalupe,362
H,independiente,Servicios,50-59,Primaria o Secundaria,1,guadalupe,362
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,juarez,465
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,juarez,465
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,465
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,juarez,465
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,juarez,465
F,trabajador,Servicios,65-130,Primaria o Secundaria,1,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,428
F,trabajador,Comercio,15-17,Carrera técnica o preparatoria,1,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,428
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,santa_catarina,428
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,santa_catarina,428
F,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,santa_catarina,428
H,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,428
H,independiente,Servicios,65-130,Licenciatura,0,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,santa_catarina,428
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,santa_catarina,428
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santa_catarina,428
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,512
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,512
H,independiente,Construcción,25-49,Licenciatura,1,monterrey,512
F,independiente,Comercio,25-49,Licenciatura,1,monterrey,512
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,512
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,512
H,independiente,Construcción,25-49,Primaria o Secundaria,1,monterrey,477
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,477
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,477
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,monterrey,477
H,independiente,Construcción,25-49,Primaria o Secundaria,1,monterrey,477
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,1,monterrey,477
F,trabajador,Comercio,18-24,Primaria o Secundaria,1,monterrey,477
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,santa_catarina,385
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,santa_catarina,385
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,santa_catarina,385
H,trabajador,Construcción,18-24,Carrera técnica o preparatoria,0,santa_catarina,385
F,trabajador,Industria manufacturera,18-24,Licenciatura,1,santa_catarina,385
F,trabajador,Servicios,18-24,Licenciatura,1,santa_catarina,385
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,385
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,385
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,santa_catarina,385
H,independiente,Comercio,50-59,Primaria o Secundaria,0,santa_catarina,385
F,otro,Comercio,50-59,Primaria o Secundaria,1,santa_catarina,385
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,apodaca,389
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,apodaca,389
F,trabajador,Comercio,65-130,Sin Instrucción,1,apodaca,389
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,389
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,apodaca,389
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,apodaca,389
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,apodaca,389
H,trabajador,Transporte y comunicaciones,18-24,Licenciatura,0,apodaca,389
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,apodaca,389
H,trabajador,Comercio,25-49,Licenciatura,0,apodaca,389
F,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,apodaca,389
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,389
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,362
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,362
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,362
F,trabajador,Comercio,65-130,Primaria o Secundaria,1,apodaca,362
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,apodaca,362
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,362
F,trabajador,Comercio,50-59,Licenciatura,0,apodaca,362
H,independiente,Construcción,65-130,Carrera técnica o preparatoria,1,escobedo,515
F,trabajador,Gobierno,25-49,Licenciatura,1,escobedo,515
F,trabajador,Construcción,25-49,Primaria o Secundaria,0,escobedo,515
H,trabajador,Servicios,25-49,Licenciatura,0,escobedo,515
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,escobedo,515
H,trabajador,Industria manufacturera,60-64,Licenciatura,0,escobedo,515
H,trabajador,Comercio,50-59,Primaria o Secundaria,0,guadalupe,399
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,1,guadalupe,399
H,independiente,Servicios,25-49,Primaria o Secundaria,1,guadalupe,399
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,399
H,independiente,Construcción,50-59,Primaria o Secundaria,1,guadalupe,399
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,guadalupe,399
H,trabajador,Comercio,65-130,Primaria o Secundaria,1,guadalupe,399
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,juarez,329
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,juarez,329
H,trabajador,Gobierno,25-49,Primaria o Secundaria,0,juarez,329
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,juarez,329
F,otro,Comercio,65-130,Primaria o Secundaria,1,juarez,329
H,independiente,Comercio,50-59,Primaria o Secundaria,1,juarez,329
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,juarez,329
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,juarez,329
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,juarez,329
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,416
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,416
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,santa_catarina,416
H,trabajador,Servicios,50-59,Licenciatura,1,santa_catarina,416
H,independiente,Transporte y comunicaciones,50-59,Primaria o Secundaria,1,santa_catarina,416
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,santa_catarina,416
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,santa_catarina,416
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,416
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,santa_catarina,416
H,trabajador,Servicios,15-17,Carrera técnica o preparatoria,0,santa_catarina,416
H,trabajador,Servicios,50-59,Licenciatura,0,santa_catarina,416
F,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,416
H,independiente,Industria manufacturera,50-59,Licenciatura,1,monterrey,330
F,trabajador,Servicios,18-24,Licenciatura,0,monterrey,330
H,trabajador,Servicios,50-59,Licenciatura,0,monterrey,330
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,330
H,independiente,Transporte y comunicaciones,25-49,Primaria o Secundaria,1,monterrey,377
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,monterrey,377
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,monterrey,377
F,trabajador,Servicios,50-59,Primaria o Secundaria,0,monterrey,377
F,independiente,Comercio,60-64,Primaria o Secundaria,1,monterrey,377
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,monterrey,377
H,trabajador,Comercio,65-130,Primaria o Secundaria,0,monterrey,377
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,monterrey,377
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,377
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,san_nicolas,366
F,trabajador,Comercio,60-64,Primaria o Secundaria,0,san_nicolas,366
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_nicolas,366
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,366
H,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,366
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_nicolas,366
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,san_nicolas,366
F,trabajador,Construcción,25-49,Licenciatura,0,san_nicolas,366
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,santa_catarina,531
H,trabajador,Comercio,15-17,Carrera técnica o preparatoria,1,santa_catarina,531
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,santa_catarina,531
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,santa_catarina,531
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,531
H,trabajador,Otro,18-24,Carrera técnica o preparatoria,1,santa_catarina,531
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,santa_catarina,531
F,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,404
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,404
F,trabajador,Gobierno,50-59,Licenciatura,1,guadalupe,404
F,independiente,Servicios,25-49,Licenciatura,1,guadalupe,404
H,independiente,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,1,guadalupe,404
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,404
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,404
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,apodaca,410
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,apodaca,410
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,apodaca,410
F,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,apodaca,410
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,apodaca,410
H,trabajador,Servicios,25-49,Licenciatura,0,apodaca,410
H,trabajador,Servicios,18-24,Licenciatura,0,apodaca,410
H,trabajador,Servicios,25-49,Licenciatura,0,apodaca,410
F,trabajador,Comercio,25-49,Licenciatura,0,apodaca,410
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,481
H,trabajador,Comercio,25-49,Primaria o Secundaria,1,guadalupe,481
F,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,guadalupe,481
H,independiente,Transporte y comunicaciones,50-59,Primaria o Secundaria,1,guadalupe,481
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,481
F,trabajador,Servicios,60-64,Sin Instrucción,1,guadalupe,398
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,1,guadalupe,398
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,guadalupe,398
F,otro,Comercio,18-24,Carrera técnica o preparatoria,1,guadalupe,398
H,trabajador,Servicios,50-59,Primaria o Secundaria,0,guadalupe,398
F,independiente,Comercio,25-49,Primaria o Secundaria,1,guadalupe,398
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,guadalupe,398
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,guadalupe,398
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,guadalupe,398
F,independiente,Comercio,25-49,Primaria o Secundaria,1,guadalupe,398
F,otro,Comercio,18-24,Primaria o Secundaria,1,guadalupe,398
H,trabajador,Construcción,18-24,Primaria o Secundaria,0,guadalupe,398
F,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,398
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,guadalupe,398
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,monterrey,421
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,421
F,trabajador,Servicios,18-24,Primaria o Secundaria,0,monterrey,421
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,monterrey,421
H,trabajador,Servicios,50-59,Licenciatura,0,monterrey,550
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,550
F,trabajador,Servicios,18-24,Primaria o Secundaria,1,monterrey,550
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,monterrey,550
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,1,monterrey,550
F,trabajador,Comercio,50-59,Postgrado,0,monterrey,550
H,trabajador,Servicios,18-24,Licenciatura,0,monterrey,550
H,trabajador,Comercio,25-49,Licenciatura,0,monterrey,550
H,independiente,Comercio,65-130,Carrera técnica o preparatoria,0,monterrey,326
F,otro,Comercio,25-49,Carrera técnica o preparatoria,1,monterrey,326
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,326
F,otro,Servicios,65-130,Primaria o Secundaria,1,monterrey,326
H,trabajador,Servicios,65-130,Primaria o Secundaria,0,monterrey,326
H,trabajador,Servicios,15-17,Primaria o Secundaria,0,monterrey,326
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,326
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,326
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,san_nicolas,406
H,trabajador,Construcción,18-24,Primaria o Secundaria,1,san_nicolas,406
H,independiente,Construcción,50-59,Primaria o Secundaria,1,san_nicolas,406
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_nicolas,406
H,independiente,Comercio,25-49,Licenciatura,0,san_nicolas,406
F,independiente,Comercio,25-49,Carrera técnica o preparatoria,0,san_nicolas,406
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_nicolas,406
H,trabajador,Transporte y comunicaciones,50-59,Licenciatura,1,san_nicolas,518
F,trabajador,Transporte y comunicaciones,50-59,Licenciatura,0,san_nicolas,518
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,san_nicolas,518
F,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,518
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,san_nicolas,518
F,trabajador,Servicios,60-64,Licenciatura,1,san_nicolas,518
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,san_nicolas,518
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,san_nicolas,518
H,trabajador,Comercio,60-64,Licenciatura,0,san_nicolas,518
H,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,518
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_nicolas,518
F,trabajador,Construcción,25-49,Primaria o Secundaria,0,san_nicolas,518
